Waypoint nr	x-position	y-position	type
0		-600		-1200		1
1		0		-1200		1
2		600		-1200		1
3		-1800		-600		2
4		-1200		-600		2
5		-600		-600		2
6		0		-600		2
7		600		-600		2
8		1200		-600		2
9		1800		-600		2
10		-1800		0		2
11		-1200		0		2
12		1200		0		2
13		1800		0		2
14		-1800		600		2
15		-1200		600		2
16		1200		600		2
17		1800		600		2
18		-1800		1200		4
19		-1200		1200		4
20		1200		1200		4
21		1800		1200		4
